name,country,city,employees,bucket,source,specialty,build_signal,source_url,oncology_tags,score,score_breakdown,exclusion_reason,tier
Fresenius Kabi MedTech Europe,DEU,Bad Homburg,60,plasma_fractionation,crustdata,Medical Equipment Manufacturing / Fresenius Kabi MedTech Europe  - Advancing Medical Technologies for Improved Pat,11.11111111111111% growth,https://www.fresenius-kabi.com/,,4,industry=3/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Amapharm GmbH,DEU,Neunkirchen,58,"specialty_orphan,veterinary_pharma",crustdata,"Pharmaceutical Manufacturing / The vision for a change developed in a small suburb of Saarbrucken. Here, in 197",-1.694915254237288% growth,https://amapharm.de/,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
Verdeya,CHE,Lausanne,58,medical_cannabis,crustdata,"Biotechnology Research / Verdeya is pioneering a scientific and responsible, long-term approach to cannab",9.433962264150944% growth,https://www.verdeyalife.com/,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
Cansativa GmbH,DEU,Morfelden,56,medical_cannabis,crustdata+research+research,"Health, Wellness & Fitness / Cansativa provides independent market access and extensive warehousing and distr",Sole distributor of German-grown medical cannabis (BfArM contract); cleanroom + packaging facility,https://www.cansativa-group.de/de/,,4,industry=2/3 capability=2/2 size=0/2 trigger=0/2,,Tier 3
GS Swiss PCB,CHE,Küssnacht am Rigi,56,plasma_fractionation,crustdata,Computers and Electronics Manufacturing / When failure is not an option or space is at a premium: GS’ printed circuit boar,-8.19672131147541% growth,http://www.gs-swiss.com,,4,industry=3/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
ESTEVE Germany,DEU,Berlin,54,specialty_orphan,crustdata+research,Pharmaceutical Manufacturing / ESTEVE Germany is a pharmaceutical company that stands for medicines for disease,1.8867924528301887% growth,http://www.esteve.com/de,oncology_general,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
Cassella-med (Klosterfrau),DEU,Köln,~50–100,originator_pharma,research,OTC distribution + own products,Part of Klosterfrau group capex,https://www.klosterfrau-group.de/,,4,industry=2/3 capability=0/2 size=0/2 trigger=2/2,,Tier 3
Newron Pharmaceuticals,CHE,"Bresso (HQ Italy, listed SIX)",~50,late_stage_biotech,research,Evenamide — treatment-resistant schizophrenia,ENIGMA-TRS 1 enrolling Aug 2025; ENIGMA-TRS 2 US started; topline Q4 2026; NDA prep,[Newron IR](https://www.newron.com/news-and-media/regulatory-news/newron-announces-us-initiation-its-enigma-trs-2-phase-iii-global),,4,industry=3/3 capability=1/2 size=0/2 trigger=0/2 [manual override],,Tier 2
Biokema SA,CHE,Crissier,47,veterinary_pharma,crustdata+research,"Pharmaceutical Manufacturing / BIOKEMA SA, is a Swiss company that develops, produces and commercialises pharma",-6.0% growth,http://www.biokema.ch,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
bitop AG - The Ectoin® Company.,DEU,Dortmund,46,veterinary_pharma,crustdata,Biotechnology / We are The Ectoin® Company.bitop has discovered and unleashed the power of Ectoi,9.523809523809524% growth,http://www.bitop.de,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
Systec - The Autoclave Company,DEU,Linden,45,specialty_orphan,crustdata,"Biotechnology Research / Systec GmbH & Co. KG is a manufacturer of autoclaves (steam sterilizers), especi",15.384615384615385% growth,https://www.systec-lab.com,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
MPI Pharmaceutica GmbH,DEU,Hamburg,44,veterinary_pharma,crustdata,Pharmaceutical Manufacturing / M.P.I. Pharmaceutica GmbH is an international import and export company for prim,4.761904761904762% growth,http://www.mpi-pharma.com,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
Cannamedical Pharma,DEU,Cologne,43,medical_cannabis,crustdata+research+research,Pharmaceutical Manufacturing / Cannamedical® Pharma GmbH has a pharmaceutical wholesale licence in accordance w,EU import scaling; Portugal-DE shipment expansion,https://cannamedical.com,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
McKesson Europe AG,DEU,Stuttgart,43,specialty_orphan,crustdata,"Pharmaceutical Manufacturing / McKesson Europe, part of McKesson Corporation, is a leading company in the healt",-6.521739130434782% growth,http://www.mckesson.eu,oncology_general,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
Pfefferlé & Cie SA,CHE,Sion,43,vaccines,crustdata,Construction / Fondée en 1838 à Sion Pfefferlé Cie SA est dirigée actuellement par Christian et,7.5% growth,http://www.pfefferle.ch,,4,industry=2/3 capability=0/2 size=0/2 trigger=2/2,,Tier 3
Vereinigte Informationssysteme Tierhaltung w.V. (vit),DEU,Verden (Aller),41,veterinary_pharma,crustdata,Biotechnology Research / Wir sind der führende Informationsdienstleister für Tierhaltung und Tierzucht un,0.0% growth,http://www.vit.de/,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
Apotheca Pharma AG,CHE,Solothurn,~40,sterile_generics,research,"Hospital sterile compounding, parenteral nutrition",,https://www.apothecapharma.ch,,4,industry=3/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
Dipharma SA,CHE,Chiasso,40,specialty_orphan,crustdata,Pharmaceutical Manufacturing / Dipharma S.A. is a privately-held Swiss pharmaceutical company specialized in de,2.564102564102564% growth,http://www.dipharma.ch/,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
redcoon GmbH,DEU,Aschaffenburg,39,plasma_fractionation,crustdata,Computers and Electronics Manufacturing / redcoon.com ranks among the largest internet special dispatchers for LCD and pla,0.0% growth,http://www.redcoon.de,,4,industry=3/3 capability=0/2 size=0/2 trigger=1/2,,Tier 3
Socorex Isba SA,CHE,Écublens,38,veterinary_pharma,crustdata,Biotechnology Research / Socorex Isba SA is a reputable Swiss manufacturer of precision dosing instrument,-5.0% growth,http://www.socorex.com,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
Baccinex,CHE,Courroux,37,vaccines,crustdata,Pharmaceutical Manufacturing / Baccinex SA is a full-service pharmaceutical Contract Manufacturing Organisation,2.7777777777777777% growth,http://www.baccinex.com,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
Canify AG,DEU,Herrsching am Ammersee,37,medical_cannabis,crustdata,Pharmaceutical Manufacturing / Canify AG is a licensed pharmaceutical company specializing in medical cannabis.,42.30769230769231% growth,http://www.canify.com,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
DSM Austria GmbH (former ERBER Group),AUT,Inzersdorf ob der Traisen,37,veterinary_pharma,crustdata,Biotechnology / DSM Austria GmbH was founded in 2021 after Royal DSM acquired the former ERBER G,0.0% growth,https://www.dsm.com/austria/en_us/home.html,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
NSF Erdmann Analytics,DEU,Rheda-Wiedenbrück,36,veterinary_pharma,crustdata,Biotechnology Research / NSF Erdmann Analytics ist ein deutsches Analytiklabor für Lebensmittel- und Futt,12.5% growth,https://www.nsfinternational.eu/de/,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
GrowMotion AG,CHE,Central CH,~30–50,medical_cannabis,research,Cultivator (1.5–1.8 t/yr GACP),Swissmedic operating license Sep-2024 (audit no findings); scaling to GMP,https://www.openpr.com/news/4483813/grow-motion-ag-swiss-quality-for-the-european-medical-cannabis,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
Bathera,DEU,Grünwald,27,medical_cannabis,crustdata,"Pharmaceutical Manufacturing / Bathera is a fast-growing, fully vertically integrated medical cannabis company ",12.5% growth,http://www.bathera.com,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
Purely Plant GmbH,DEU,Frankfurt,22,medical_cannabis,crustdata,Pharmaceutical Manufacturing / Purely Plant is a cannabis biotech company with its first fully enclosed facilit,29.411764705882355% growth,http://www.purelyplant.com,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
Remexian Pharma GmbH,DEU,Ludwigsfelde,21,medical_cannabis,crustdata,Pharmaceutical Manufacturing / Wir – die Remexian Pharma GmbH – sind ein im Jahr 2018 gegründetes pharmazeutisc,61.53846153846154% growth,https://www.remexian.com,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
Drapalin Pharmaceuticals,DEU,Hamburg / Northern DE,~20–40,medical_cannabis,research,GMP-certified processor / wholesaler,Active GMP-certified medical cannabis trader; expansion post-MedCanG,https://drapalin.de/en/gmp/,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
MediCane Health (Cantourage / DEMECAN partner network),DEU,Berlin,~20–40,medical_cannabis,research,Importer/processor (GMP partner),Network expansion post-MedCanG,https://www.cantourage.com/,,4,industry=2/3 capability=1/2 size=0/2 trigger=1/2,,Tier 3
Affimed,DEU,Heidelberg,,late_stage_biotech,research,Innate Cell Engager (NK bispecifics),None — uses CDMOs,https://www.affimed.com/affimed-science-and-technology/innate-cell-engagers/,,4,industry=3/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
Apogenix,DEU,Heidelberg,,late_stage_biotech,research,Protein therapeutics (asunercept),None,https://pitchbook.com/profiles/company/61359-67,,4,industry=3/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
Bicoll Group,DEU,Munich,,late_stage_biotech,research,Natural product drug discovery,None,https://www.bicoll-group.com/,,4,industry=3/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
Captain T Cell,DEU,Berlin-Buch,,late_stage_biotech,research,TCR-T (allo + auto),None — Charles River CDMO partnership; future build at CGT Berlin,https://www.globenewswire.com/news-release/2024/05/22/2886221/0/en/Captain-T-Cell-Secures-Seed-Financing-Round-Totaling-8-5-Million.html,oncology_celltherapy,4,industry=3/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
Cardior Pharmaceuticals,DEU,Hannover,,late_stage_biotech,research,RNA cardiology (CDR132L),Becomes part of Novo Nordisk mfg; Hannover continues,https://cardior.de/,,4,industry=3/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
Cellestia Biotech,CHE,Basel,,late_stage_biotech,research,Notch inhibitor (CB-103),CMO; Phase 2 ongoing,https://www.swissbiotech.org/listing/cellestia-biotech-raises-chf-20-million-and-appoints-2-new-board-members/,,4,industry=3/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
CureVac N.V.,DEU,Tübingen (GMP IV under construction),,vaccines,research,mRNA,GMP IV facility paused/scaled back post-GSK deal Jul-2024; restructuring,https://www.curevac.com/en/manufacturing/,,4,industry=2/3 capability=2/2 size=0/2 trigger=0/2,,Tier 3
GlycoEra,CHE,Wädenswil,,late_stage_biotech,research,Extracellular protein degraders,None — CDMO (LimmaTech link); first IND prep,https://www.glycoera.com/2025/05/glycoera-ag-raises-130-million-to-advance-novel-pipeline-of-extracellular-protein-degraders-for-the-treatment-of-autoimmune-diseases/,,4,industry=3/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
leon-nanodrugs,DEU,Munich/Planegg,,late_stage_biotech,research,LNP equipment + drug formulation,LNP equipment maker; not own GMP yet,https://www.biospace.com/leon-nanodrugs-secures-funds-in-a-series-d-financing-to-broaden-portfolio-in-first-single-use-high-throughput-production-systems-for-nanoencapsulation,,4,industry=3/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
Lonza AG — Stein,CHE,Stein (AG),,vaccines,research,Sterile fill-finish incl. vaccines,CHF 100M+ aseptic capacity Stein 2024–25,https://www.lonza.com,,4,industry=2/3 capability=2/2 size=0/2 trigger=0/2,,Tier 3
NeXgen Bioherbals / VAXXILON / Idorsia spinouts,CHE,Basel/Reinach,,late_stage_biotech,research,various,mostly CMO,—,,4,industry=3/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
Pfizer Pharma GmbH,DEU,Illertissen (legacy King),,vaccines,research,Sterile fill-finish (vaccines + biologics),minor automation upgrades,https://www.pfizer.de,,4,industry=2/3 capability=2/2 size=0/2 trigger=0/2,,Tier 3
Themis (now MSD),AUT,Vienna,,late_stage_biotech,research,Vaccines,Vienna mfg integrated into MSD,—,,4,industry=3/3 capability=1/2 size=0/2 trigger=0/2,,Tier 3
Bosch,DEU,Gerlingen,162555,"bioprocess_vendors,vaccines",crustdata+research+research,Software Development / The Bosch Group is a leading global supplier of technology and services. It empl,1.8923628522715876% growth,http://www.bosch.com,,3,industry=2/3 capability=0/2 size=0/2 trigger=1/2,industrial_false_positive,Excluded
Vetropack Holding AG,CHE,St-Prex,"~3,800",medical_cannabis,research,"Packaging (pharma/medical glass vials, jars — cannabis adj.)",,https://www.vetropack.com,,3,industry=2/3 capability=0/2 size=1/2 trigger=0/2,,Tier 3
Pfeuffer / Pfeiffer Vacuum (Pharma vacuum),DEU,Aßlar,"~3,500 (DE)",bioprocess_vendors,research,"Vacuum tech for freeze drying, isolators",,https://www.pfeiffer-vacuum.com/de/,,3,industry=0/3 capability=2/2 size=1/2 trigger=0/2,,Tier 3
Syntegon Technology (ex-Bosch Packaging),DEU,Crailsheim / Waiblingen,"~3,500 (DACH)",bioprocess_vendors,research,"Pharma fill-finish, inspection, packaging",,https://www.syntegon.com/,,3,industry=0/3 capability=2/2 size=1/2 trigger=0/2,industrial_false_positive,Excluded
Sartorius | Bioprocess Solutions,DEU,Göttingen,3132,bioprocess_vendors,crustdata,Biotechnology Research / Sartorius offers a broad portfolio of Bioprocess Solutions for all major steps o,-1.7565872020075282% growth,http://www.sartorius.com,,3,industry=0/3 capability=1/2 size=1/2 trigger=1/2,direct_competitor,Excluded
Eppendorf,DEU,Hamburg,3051,bioprocess_vendors,crustdata+research,"Biotechnology Research / Eppendorf is a leading international life science company that develops, manufac",-0.3266906239790918% growth,http://corporate.eppendorf.com,,3,industry=0/3 capability=1/2 size=1/2 trigger=1/2,,Tier 3
Rieter,CHE,Winterthur,2767,bioprocess_vendors,crustdata,Industrial Machinery Manufacturing / Rieter is the world’s leading supplier of systems for manufacturing yarn from st,0.4720406681190995% growth,http://www.rieter.com,,3,industry=0/3 capability=0/2 size=2/2 trigger=1/2,,Tier 3
Belimed AG,CHE,Zug / Sulgen,~900,bioprocess_vendors,research,"Sterilizers, washers, GMP CSSD",,https://www.belimed.com/,,3,industry=0/3 capability=1/2 size=2/2 trigger=0/2,direct_competitor,Excluded
item – industrial applications,DEU,Solingen,506,bioprocess_vendors,crustdata,Automation Machinery Manufacturing / item is the pioneer in building kit systems and digital tools for industrial app,5.416666666666667% growth,https://www.item24.com,,3,industry=0/3 capability=0/2 size=2/2 trigger=1/2,,Tier 3
3CON Technologies,AUT,Ebbs,289,bioprocess_vendors,crustdata,Industrial Machinery Manufacturing / 3CON is a leading expert in high-end automation solutions across multiple indust,0.3472222222222222% growth,https://www.3con.com,,3,industry=0/3 capability=0/2 size=2/2 trigger=1/2,,Tier 3
Bellmer,DEU,Niefern,266,bioprocess_vendors,crustdata,Machinery Manufacturing / Bellmer is an international high-class technology supplier with two divisions: P,2.7027027027027026% growth,http://www.bellmer.com,,3,industry=0/3 capability=0/2 size=2/2 trigger=1/2,,Tier 3
cimt ag,DEU,Hamburg,220,bioprocess_vendors,crustdata,IT Services and IT Consulting / We see information technology as a management task in the context of a broad per,-0.4524886877828055% growth,https://www.cimt-ag.de,,3,industry=0/3 capability=0/2 size=2/2 trigger=1/2,,Tier 3
acib GmbH,AUT,Graz,180,bioprocess_vendors,crustdata,Biotechnology Research / The Austrian Centre of Industrial Biotechnology (acib) replaces conventional ind,-6.7357512953367875% growth,https://acib.at,,3,industry=0/3 capability=1/2 size=1/2 trigger=1/2,,Tier 3
INFORS HT,CHE,Bottmingen,175,bioprocess_vendors,crustdata+research,"Biotechnology Research / INFORS HT, a Swiss-based company, bringing 60 years of expertise to bioprocessin",-5.913978494623656% growth,http://www.infors-ht.com,,3,industry=0/3 capability=1/2 size=1/2 trigger=1/2,,Tier 3
Mepha Pharma (Teva),CHE,Aesch BL + Basel,~157,originator_pharma,research,Branded + non-branded generics; 230 SKUs,Aesch site ongoing Teva-funded investment,https://www.swissbiotech.org/listing/mepha-pharma-ag/,,3,industry=2/3 capability=0/2 size=1/2 trigger=0/2,,Tier 3
Hänseler AG,CHE,Herisau,~155,originator_pharma,research,"OTC (Gly-Coramine, OLBAS, Bach-Blüten) + raw materials",Continuous Herisau production investment; FDA-audited,https://www.haenseler.ch/en/,,3,industry=2/3 capability=0/2 size=1/2 trigger=0/2,,Tier 3
BioMarin Deutschland GmbH,US HQ; DE,Kronberg im Taunus,"~150 DE; ~3,400 group",specialty_orphan,research,"LSDs (Naglazyme MPS VI, Vimizim MPS IVA), PKU (Kuvan, Palynziq), hemophilia A gene tx (Roctavian)",DE = commercial; group own mfg US/IRL,https://www.biomarin.com/,,3,industry=2/3 capability=0/2 size=1/2 trigger=0/2,non_target_country,Excluded
Bombastus-Werke,DEU,Freital (Sachsen),~150,originator_pharma,research,"Phytotherapy, OTC (Bombastus Salbe)",Sachsen plant continuous modernization,https://www.bombastus-werke.de/,,3,industry=2/3 capability=0/2 size=1/2 trigger=0/2,,Tier 3
Galenica – Mediservice AG (specialty pharmacy unit),CHE,Bern / Zuchwil,~150 (Mediservice),specialty_orphan,research,Rare disease / neurology / immunology specialty,,https://www.galenica.com/en/galenica-netzwerk/,,3,industry=2/3 capability=0/2 size=1/2 trigger=0/2,,Tier 3
