person_name,title,seniority,years_at_company,company,company_linkedin_id,person_linkedin_url,location,headline
Fabian Magdanz-Milz,Vice President Operations,Vice President,1,ProtaGene,76143920,https://www.linkedin.com/in/ACoAAAxfk-4B4KJgTz1eiVjB7XnS9y03X5cJ_R0,,Vice President Operations at ProtaGene
Leiman Sutanto,Plant Director,Director,6,PT Ethica Fresenius Kabi Indonesia,,https://www.linkedin.com/in/ACoAAAxLmtYBcBHGKGeAoJHrVE6cKdv30wU4ubk,,Plant Director at PT Ethica Fresenius Kabi Indonesia
Jeremie Miller,Director of Operations,Director,12,RAFT,,https://www.linkedin.com/in/ACoAAAJx70kBhRjilUM8F9aA8Xdixw2EbebOCo8,,Executive Director at RAFT - Resilience for Advocates through Foundational Training
Gerald Huber,CEO,CXO,19,ratiopharm,12856,https://www.linkedin.com/in/ACoAAAKKH4IBFxGD_1_Oi7BwXDcLL80YuSMtmVQ,,CEO bei Gen Plus Pharma
Magdalena Tomaszewska,General Manager,Director,0,ratiopharm,12856,https://www.linkedin.com/in/ACoAAACCXs0B_JJYROP4F02EuI_nMZwb8JCifNo,,General Manager at ratiopharm
Paulo Lilaia,general manager,Director,0,ratiopharm,12856,https://www.linkedin.com/in/ACoAAAArk0UBskaCbo-7sRBBNmgzuLUlM3017ao,,general manager at ratiopharm portugal
Alexander Irchin,head of procurement 3rd party production,Director,0,ratiopharm,12856,https://www.linkedin.com/in/ACoAAAG7nScBSD8xLrM71l6HXYOHEqwpycDzgoo,,head of procurement 3rd party production at ratiopharm
Martin Stückle,Head of Global IT Quality & Compliance Operations,Director,10,ratiopharm,12856,https://www.linkedin.com/in/ACoAAAl9F-0BMdyBsyJDGNwPJQl9AQjQh0oG9mw,,self-determined
Tanja Ehret-Schäfer,Head of Contract Manufacturing Organization,Director,19,ratiopharm,12856,https://www.linkedin.com/in/ACoAACYM8hMB5CbXw4I8DOIUOlqixqwo1lQ3jv4,,--
Deepak Kumar,Head Engineering & Maintenance,Director,0,ratiopharm,12856,https://www.linkedin.com/in/ACoAAABlz2wBMnHeo6Ttmdea_BpTv5V_ipJOZww,,Head Engineering & Maintenance at ratiopharm india pvt ltd
Melissa Fraga,Director of Grants and Operations,Director,1,Reach Resilience,95704421,https://www.linkedin.com/in/ACoAAE159l4Bhzo7nzItLwXIZpf-rR5PtkgBuXI,,Director of Grants and Operations at Reach Resilience
Daniel Kress,Senior Director Manufacturing Science and Technology DSP,Director,6,Rentschler Biopharma,2408523,https://www.linkedin.com/in/ACoAABeIDB8BR7zodn-luqVKZBO1pPyYeCVZG8c,,Senior Director Manufacturing Science and Technology DSP
Frank Gießelmann,Director USP Production,Director,8,Rentschler Biopharma,2408523,https://www.linkedin.com/in/ACoAABje27IB68wR4u0QS0TP-xpaN0SpLT0D3tU,,Director USP Production bei Rentschler Biopharma SE
Veronika Sassano,Director Production Support,Director,8,Rentschler Biopharma,2408523,https://www.linkedin.com/in/ACoAADSsdWIBQGrfQK0zMYE3gi9KhwvHNur8L0s,,Director Production Support bei Rentschler Biopharma SE
Oliver Frey,Director Prozess & Plant Engineering,Director,3,Rentschler Biopharma,2408523,https://www.linkedin.com/in/ACoAACl26f0Bwr4fLzXMiWll_16AlwWBpM-7AE4,,--
Tobias Kubsch,"Head of Engineering, EHS & Sustainability",Director,1,Rentschler Biopharma,2408523,https://www.linkedin.com/in/ACoAAC5pF9UB5I2-KCHOnR1BH1x13FQ9OXgsYgI,,:-)
Killian Brady,COO,CXO,0,Resilience,33317533,https://www.linkedin.com/in/ACoAAETHcdYBTmCK3jYUUQGLyTUcDSloChDpmL4,,COO  at Resilience
Josh Matson,Vice President and General Manager,Vice President,3,Resilience,72516576,https://www.linkedin.com/in/ACoAAACrS-YB4HYbnfC5Msb88VfPUoOk5FWrqzI,,Vice President and General Manager at Resilience
Meg Mansfield,Vice President of Revenue Operations,Vice President,0,Resilience,33317533,https://www.linkedin.com/in/ACoAABUBKWUBGKL2nnvsOfNNmbBbr8t6K39og8o,,VP of Revenue Operations at Resilience
"Rudi Destics, CISSP","Director, Security Operations",Director,1,Resilience,33317533,https://www.linkedin.com/in/ACoAAAFL3XQBeILR1lPtDCUee5g-AXiEMOMg8Vk,,"Director, Security Operations at Resilience"
Ying Li,General Manager,Director,0,Resilience,,https://www.linkedin.com/in/ACoAAACD8igBTMnUnYT46T8jGniBZV542LrkXYQ,,General Manager at Resilience
Darius Wong,General Manager North Asia,Director,0,Resilience,,https://www.linkedin.com/in/ACoAAAAbjgIBoJj_vxu5aNI2p9Oxw93D6tqmvgk,,General Manager North Asia at Resilience
"Lee Smith, P.E.","Director, Site Engineering & Facilities",Director,4,Resilience,72516576,https://www.linkedin.com/in/ACoAAAE5ujABRC45DuDBIcnb6BCdaJnOQHvtFBk,,"Director, Site Engineering & Facilities at Resilience"
Syed Ahmed,Facilities and Engineering Site Lead,Director,0,Resilience,72516576,https://www.linkedin.com/in/ACoAAD_CcQUBrgSqaq3Mdkjc3nz3a5hshenkPgY,,Facilities and Engineering Site Lead at Resilience
Ken O'Connor,"Director, Site Processes and Strategic Initiatives",Director,1,Resilience,72516576,https://www.linkedin.com/in/ACoAAACiqI0B0p4hDefJlOcCduskwfjBwV2J0Fg,,"Director, Site Processes and Strategic Initiatives at Resilience"
Elliot Siemiatycki,Director of Business Development,Director,5,Resilience,77298502,https://www.linkedin.com/in/ACoAAAkc-xUBMTaDuHyN_qs9HNLAY2kHDy976oA,,VP Cyber Solutions at Resilience
Saurabh Singh,"Senior Director, Business Strategy & Operations",Director,0,Resilience,72516576,https://www.linkedin.com/in/ACoAAAAJLngBDA3YyPdBYCYsnmZZZ3HZcGy7OEE,,Business Strategy & Operations at Resilience
Julie Henao,Senior Manufacturing Manager,Entry Level Manager,5,Resilience,72516576,https://www.linkedin.com/in/ACoAAA21gP8BAUXBkbM_8snvH8n3bIHycT1A9jg,,Director of Manufacturing at Resilience
John Hoopes,Operations Director,Director,9,Resilience Alliance,1095779,https://www.linkedin.com/in/ACoAAADpI4oBf45MVLxkkmk8yDTiieaUYqptSi0,,Operations Director at Resilience Alliance
Steve Brookes,Director - Drug Development and Manufacturing Sciences & Technology,Director,1,Resilience Biotechnologies Inc,72516576,https://www.linkedin.com/in/ACoAAAD80wEBzRcBmLTuuquJXcpDDHQfZzpa_1k,,Director at Resilience Biotechnologies Inc.
Josh Hartman,Chief Operations Officer,CXO,8,Resilience Code,,https://www.linkedin.com/in/ACoAAB3fMegBY7C9QpyinqJx0dRZzmifOeZ4_Ew,,Chief Operations Officer at Resilience Code
Stef van Steenoven,Deputy General Manager - Ethiopia,Director,1,Resilience Ethiopia,2407056,https://www.linkedin.com/in/ACoAACZI8Y8B_J073BpaupT4n2Ili6d8zqFa-LA,,Private Sector Development Consultant at Resilience Ethiopia
Venugopal Kamalapur,Director Of Operations,Director,11,Resilience InfoTech,13275343,https://www.linkedin.com/in/ACoAABddijIBMACSyyDOVJgDAJt5sFzViJjxS-o,,Chief Financial Officer at Resilience InfoTech
Even Cheng,Director of Engineering,Director,3,Resilience Lab,40826599,https://www.linkedin.com/in/ACoAAAP2ADUBqPOauxIuY8ZVgB7cMawkzckwaZ8,,Director of Engineering at Resilience Lab
Alban d'Halluin,COO,CXO,0,Resilience Manufacturing,,https://www.linkedin.com/in/ACoAAAA8RuIBytHqKiRa9ZaA_OAqQmbvJB2bK2w,,COO at Resilience Manufacturing | Stealth Mode
David Camilo V.,Investment & Operations Director,Director,1,Resilience Partners,10197237,https://www.linkedin.com/in/ACoAAALruGwBd1EMC_jS7gquYjZfjzPpIdlyJ00,,Investment Director at Resilience Partners
David Inzano,Director Of Operations,Director,5,Resilience Recovery Resources,18740058,https://www.linkedin.com/in/ACoAADZ2tSUBBoFA6IivGKdnM-Z4O2YujUgEnNU,,Director Of Operations at Resilience Recovery Resources
Vamsee Dhar,Senior Vice President Operations,Vice President,13,Resilience Solutions,67151489,https://www.linkedin.com/in/ACoAAENQnWoBFjtL0kmOfu_m6qJebi-NFE3PZw0,,Senior Vice President Operations at Resilience Solutions
Briana Griffith,Director of Operations Support,Director,5,Resilience-Building Leader Program,18853638,https://www.linkedin.com/in/ACoAADF8EZoBRi9aroTKvAm9dBqF9h9tgmQ8mv4,,Operations Manager at Resilience-Building Leader Program
Johannes Salzbrunn,Chief Operations Officer,CXO,5,Richter BioLogics,41241729,https://www.linkedin.com/in/ACoAABOLZDoBy5VGxhKnzo7NoZzfaHtiQc7l4Gs,,COO at Richter BioLogics
Johannes Salzbrunn,Chief Operations Officer,CXO,5,Richter BioLogics,41241729,https://www.linkedin.com/in/ACoAABOLZDoBy5VGxhKnzo7NoZzfaHtiQc7l4Gs,,COO at Richter BioLogics
Jens Fricke,Deputy Head USP Manufacturing / GMP Compliance,Director,2,Richter BioLogics,41241729,https://www.linkedin.com/in/ACoAABMjAfoBTIPX8-gFW7vOnb-sfDDGdK7EV08,,Deputy Head USP Manufacturing / GMP Compliance
Maj Brit Anke Seifert,Teamlead Aseptische Herstellung / Head of Aseptic Manufacturing,Director,3,Richter BioLogics,41241729,https://www.linkedin.com/in/ACoAADJ26RoBZZhOHww31E9gNQyICLG_U6QCx5s,,Teamlead Aseptische Herstellung / Head of Aseptic Manufacturing bei Richter BioLogics / Apothekerin in Weiterbildung im 
Carolyn Delto,Deputy Head of Production II,Director,1,Richter BioLogics,41241729,https://www.linkedin.com/in/ACoAAB1RRs8Bm6wMGkhyh5KBkyiNzwsgzV9d1NA,,"PostDoc at the Rudolf Virchow Center for experimental Biomedizin, University of Wuerzburg"
Jens Fricke,Deputy Head USP Manufacturing / GMP Compliance,Director,2,Richter BioLogics,41241729,https://www.linkedin.com/in/ACoAABMjAfoBTIPX8-gFW7vOnb-sfDDGdK7EV08,,Deputy Head USP Manufacturing / GMP Compliance
Maj Brit Anke Seifert,Teamlead Aseptische Herstellung / Head of Aseptic Manufacturing,Director,3,Richter BioLogics,41241729,https://www.linkedin.com/in/ACoAADJ26RoBZZhOHww31E9gNQyICLG_U6QCx5s,,Teamlead Aseptische Herstellung / Head of Aseptic Manufacturing bei Richter BioLogics / Apothekerin in Weiterbildung im 
Carolyn Delto,Deputy Head of Production II,Director,1,Richter BioLogics,41241729,https://www.linkedin.com/in/ACoAAB1RRs8Bm6wMGkhyh5KBkyiNzwsgzV9d1NA,,"PostDoc at the Rudolf Virchow Center for experimental Biomedizin, University of Wuerzburg"
Christoph Böhnke,GMP Manager Downstream Manufacturing,Entry Level Manager,2,Richter BioLogics,41241729,https://www.linkedin.com/in/ACoAABKceogB7J4d3On8RMX4tNTk_z2iPueuvu4,,Biological Drug Substance/Product Manufacturing
Christoph Böhnke,GMP Manager Downstream Manufacturing,Entry Level Manager,2,Richter BioLogics,41241729,https://www.linkedin.com/in/ACoAABKceogB7J4d3On8RMX4tNTk_z2iPueuvu4,,Biological Drug Substance/Product Manufacturing
Joachim Meyer,Head of Engineering RPI,Director,9,Richter Pharma AG,,https://www.linkedin.com/in/ACoAABTkGqoBqimND56QGHM6uVymygvUGrGchhE,,Head of Engineering RPI bei Richter Pharma AG
Jan Borcherding,Head of Talent Acquisition Germany and Global Operations & Quality,Director,0,Roche,1602,https://www.linkedin.com/in/ACoAAAfQ8wYBJ3xLGZnNC_Vaqlg8Y1ekSevA8Ok,,"Global Talent Acquisition Leader in IT, FMCG / Consumer Healthcare & Pharma / Biotech"
Kluge Matthias,Director Enzyme Production,Director,35,Roche,,https://www.linkedin.com/in/ACoAABZxYwsBBhfKwytgq63a90Z6be_pkRRTTE8,,Director Enzyme Production bei Roche
Sarah Hinrichs,Head of Engineering Mannheim/Penzberg,Director,0,Roche,1602,https://www.linkedin.com/in/ACoAACYzUokBELBJgR-Qf-4CjIrvKw2X_7RQ8p0,,Engineering & Manufacturing Leader | Operations | Transformation | Leadership
Ellen Van Vijnckt,Deputy Head of Medical Evidence Operations/ Global Study Manager,Director,5,Roche,28438218,https://www.linkedin.com/in/ACoAACBasloBtGrnZub43uizHwixCWPsKu3h474,,Deputy Head of Medical Evidence Operations/ Global Study Manager at Roche
Lars Forsen,Director Lab Customer Operations Sweden,Director,0,Roche,33231680,https://www.linkedin.com/in/ACoAAAhm26ABSfN81czKiLhzovYWuFgtSG-2_s0,,Director Lab Customer Operations Sweden and Finland at Roche
Dr. Markus Lantermann,Head of Operations Support,Director,1,Roche Diagnostics,,https://www.linkedin.com/in/ACoAAAqR1GcBOCY3XDRswESrQvAh0RWH7gpu5M0,,Head of Operations Support at Roche Diagnostics
Renee Smith,"Director Site Planning, Workplace Strategy, and Real Estate",Director,1,Roche Diagnostics,,https://www.linkedin.com/in/ACoAAAKR5lkBwBiCRsgwpOhZoot5r2KDaVVfzew,,"Director of Site Planning, Workplace Strategy & Real Estate at Roche Diagnostics"
Dittmar Dr. Schlieper,Director Biotechnology Global Operations,Director,0,ROCHE Diagnostics,,https://www.linkedin.com/in/ACoAADsXpEEB8079gOigQ4VHnIlY9QVInYeGkZ8,,"Director Biotechnology Global Operations bei ROCHE Diagnostics, Penzberg"
Thilo Henckel,"Head of Biotech Production, VP",Vice President,5,Roche Diagnostics GmbH,,https://www.linkedin.com/in/ACoAABKGZQYBv0VM4GeZD2raR63uTTPBqQMRnJY,,"Head of Biotech Production, VP bei Roche Diagnostics GmbH"
Roland Thiele,Vice President; Head of Production Chemistry,Vice President,5,Roche Diagnostics GmbH,,https://www.linkedin.com/in/ACoAABI9OM4BUBjN8rArw2GEqOjSJWgghgd6fZM,,Vice President; Head of Production Chemistry at Roche Diagnostics GmbH
Jessen Kolan,Head of Business Operations,Director,0,Roche Diagnostics GmbH,,https://www.linkedin.com/in/ACoAACflumgBeVFMvKEMmAcolglwb_7o69vFthE,,Head of Business Operations at Roche Diagnostics GmbH
Ralf Mauritz,Director Particle Production,Director,5,Roche Diagnostics GmbH,,https://www.linkedin.com/in/ACoAABClINQBGYt0Oppw9d7rjsNoWPKqZxL3ddM,,Director Particle Production bei Roche Diagnostics GmbH
Maximilian Mayerhofer,Head of Production,Director,0,Roche Diagnostics GmbH,,https://www.linkedin.com/in/ACoAAEgcxZEB24ix_WAb1Tcp6OA8EFepLfCkb9A,,Head of Production bei Roche Diagnostics GmbH
Ralf Eisenbrandt,Head Global Operations Consumables (VP),Vice President,4,Roche Diagnostics International Ltd,,https://www.linkedin.com/in/ACoAABwzfjgBCD56PUYyBM_zhk6e1SEF81MnDng,,Head Global Operations Consumables (VP) at Roche Diagnostics International Ltd.
Marit Cummings,Head of Strategic Site Development,Director,2,Roche Diagnostics International Ltd,,https://www.linkedin.com/in/ACoAAAGe8DUBHd31BOuWIPtq1G2GWcIBu8MFXCM,,Head of Strategic Site Development at Roche Diagnostics International Ltd
Thomas Schwarz,Head of Instrument Manufacturing Rotkreuz,Director,2,Roche Diagnostics International Ltd,,https://www.linkedin.com/in/ACoAABHkbZYB5iDhZg2Co4xmwYt3ZHsAWkFyGMQ,,Head of Instrument Manufacturing Rotkreuz bei Roche Diagnostics International Ltd
Timo Niskanen,General Manager,Director,5,Roche Diagnostics Switzerland,,https://www.linkedin.com/in/ACoAAAGMlfoBOXuARZZnl_pQuzAI121WUXvisds,,General Manager at Roche Diagnostics Switzerland
Antonio Rodrigues,General Manager,Director,17,Roche Farmaceutica Quimica Ltda,31852,https://www.linkedin.com/in/ACoAAABHMsMB2UfgJbXtx5-0Qc-F6hQbs5BzplE,,General Manager at Roche Farmaceutica Quimica Ltda
Lisa Slater,General Manager,Director,1,Roche Finland,18288434,https://www.linkedin.com/in/ACoAAAIGtFsBCgbcuQBcH4aIpgh9W1oZzTQHrI4,,Shaping impactful patient outcomes through strategic leadership as General Manager at Roche Finland
Abed Sabra,General Manager  - Saudi Arabia,Director,7,Roche Saudi Arabia,9403120,https://www.linkedin.com/in/ACoAAARfnrUBPoEDlQildTi3yxNK8KSZtYkHvBQ,,General Manager at Roche Saudi Arabia
Andreas Büchler,Director Bulk Manufacturing (LdH),Director,0,Rottendorf Pharma,11758834,https://www.linkedin.com/in/ACoAAA5tOgMBxUAIladpkBsiaNK_wDjLKYLxIKE,,Director Bulk Manufacturing Rottendorf Pharma GmbH Ennigerloh Germany
David Wagner,Director Manufacturing Technology,Director,2,Rottendorf Pharma,11758834,https://www.linkedin.com/in/ACoAAETHsjkBscNZYNLMV8C-0cSENrinyPKb4a0,,Das Richtige richtig tun.
Lukas Sikucinski,Head of Bulk Manufacturing - Pharmaceutical Solid Dosage Forms,Director,3,Rottendorf Pharma,11758834,https://www.linkedin.com/in/ACoAACSPJSYBL9meGbliQ8rCU1lTbCjs1u2L-mw,,Head of Bulk Manufacturing - Pharmaceutical Solid Dosage Forms
Ronny Rackisch,Process Group Leader - Deputy Head of Pilot Plant,Director,5,Rottendorf Pharma,11758834,https://www.linkedin.com/in/ACoAADTd_aYBR2j41JCMKcMnsocdMyfP8o6q4WM,,Process Group Leader bei Rottendorf Pharma
Anna Kupferberg,Head of QA-Operations,Director,1,Rottendorf Pharma,11758834,https://www.linkedin.com/in/ACoAAC2n7MYBAJHJBCa4JOzGqJqKomwgrEoo1U4,,Head of QA-Operations
Leonhard D.,Head of Industrial Engineering,Director,1,Rottendorf Pharma,11758834,https://www.linkedin.com/in/ACoAAClDsMYBO24LdCGQh0Cnuzz449tNdD1ctE0,,Chemical engineering
Jil Gromoll,Assistant to Director Bulk Manufacturing,Director,3,Rottendorf Pharma,11758834,https://www.linkedin.com/in/ACoAAC0nVY4BRRGviPCBTo2HpEI7exn93A9NwG0,,Assistant/ Deputy Director Bulk Manufacturing bei Rottendorf Pharma
Achim R.,Group Director Engineering,Director,1,Rottendorf Pharma,11758834,https://www.linkedin.com/in/ACoAAAIyJAsBx8ZBASUKwPrRgSzily5BM6ur7LA,,Group Director Engineering
Lily Bigman,Vice President of Facility Operations,Vice President,0,Rutgers Business School Graduating Spring 2028,6878875,https://www.linkedin.com/in/ACoAADSJ9G0BXKJfPMUG_khpgUXCxCMVWgKQvIc,,Accounting Student at Rutgers Business School Graduating Spring 2028
Gregor Tamm,Head of Production Solids,Director,3,Salutas Pharma Barleben,3850554,https://www.linkedin.com/in/ACoAACftkPoBX2NlaI3kkqE9_7d4zzv2CoSo6Oc,,Head of Production
Martin A.,Manufacturing Unit Head,Director,6,Salutas Pharma Barleben,3850554,https://www.linkedin.com/in/ACoAAAfY-jQBMy-4tIyaTBKwYxTflHygLo8iitQ,,"Pharmaceutical Development, Project Management and Operations Leader"
Philipp Amstutz,Vice President - Head of global Operations Drug Delivery Systems,Vice President,3,Schott Pharma AG & Co. KGaA,10909015,https://www.linkedin.com/in/ACoAADM5LQIB_KozUXteOa97jJ9pwVWur6bcmlQ,,Vice President Global Operations / Pharma & Drug Delivery / Scaling Manufacturing Networks / Industrialization & Operati
William R.,Plant Manager - President Director,Vice President,5,Schott Pharma AG & Co. KGaA,10909015,https://www.linkedin.com/in/ACoAAAEVOcgB3KGBsel16NNFoLnyst9KbtSSi1k,,Managing Director – Manufacturing Operations | APAC Experience | Expat-Ready
"Bertram Kimmerle, PhD",Vice President R&D and Global Engineering,Vice President,3,Schott Pharma AG & Co. KGaA,10909015,https://www.linkedin.com/in/ACoAAAEehs4BuIxEKAxgfTf5HRvuq11bdNr3iEI,,Advancing the pharma industry through science and innovation | VP R&D and Global Engineering
Szabó Eva,Plant Manager/Managing Director,Director,1,Schott Pharma AG & Co. KGaA,10909015,https://www.linkedin.com/in/ACoAABRuAHgBBhHzvzfcKl4JzTHTLYogY6CnHHA,,Plant Manager/Managing Director at SCHOTT Pharma
Felipe Buhr,Head of Global Operations - DCS,Director,0,Schott Pharma AG & Co. KGaA,10909015,https://www.linkedin.com/in/ACoAAAGowTwBDittDxPQgfNw-uwUtFXQlqoZOQ4,,Head of Global Operations DCS - SCHOTT Pharma
Alexander Chukhlov,RU Managing Director / Plant Manager,Director,2,Schott Pharma AG & Co. KGaA,10909015,https://www.linkedin.com/in/ACoAABO_pJoBa6QJXwF9gVzxmcXOFx-xyOxgXBo,,RU Managing Director
Christoph Doeppes,Head of Operations NA,Director,6,Schott Pharma AG & Co. KGaA,10909015,https://www.linkedin.com/in/ACoAAEEu7nsBO2aZ_BrCZAtn29mLnNsHKkRuhHE,,Head of Operations NA
Juan Sanchez,Manufacturing Cartridges Head,Director,3,Schott Pharma AG & Co. KGaA,10909015,https://www.linkedin.com/in/ACoAABpDwXUBHscK_-j7ljZcRJoV19N69x6Aw70,,Manufacturing Head en SCHOTT Pharma
Dominique Kosse,Head of Process Engineering,Director,2,Schott Pharma AG & Co. KGaA,10909015,https://www.linkedin.com/in/ACoAAA4m0aQBzEP8xDnNanuEWVmQ5-WA65xfXt8,,Head of Process Engineering
Patrick Beeler,Head of Sterile Engineering Glass,Director,0,Schott Pharma AG & Co. KGaA,10909015,https://www.linkedin.com/in/ACoAAAiDGCcB8TbKo_Ue5jOIH4BM6KXe_Vq_wg4,,Head of Sterile Engineering Glass
Sarah Pamin,Head of Quality Engineering,Director,4,Schott Pharma AG & Co. KGaA,10909015,https://www.linkedin.com/in/ACoAABGfgx0BjsoCI4kRZkZZ3wZi-TpA4vxCmB0,,Head of Quality Engineering
Timo Beck,Head of Production Vials & Coating,Director,5,Schott Pharma AG & Co. KGaA,10909015,https://www.linkedin.com/in/ACoAABRjvOwBaEEfhCfWusJcWls5YGN_DxFof-M,,Head of Production Vials & Coating
Kai Zimmermann,Head of General Engineering,Director,3,Schott Pharma AG & Co. KGaA,10909015,https://www.linkedin.com/in/ACoAAAcSQssB6Z9Ph0teFkvaM_TssjqQmD-Awqw,,Head of General Engineering
Balazs Vizi,Head Of Regional Operations Europe Bulk Solutions,Director,5,Schott Pharma AG & Co. KGaA,10909015,https://www.linkedin.com/in/ACoAAAJigeEBE6DQw9YAIxfWUMYFEpmtRF_3a44,,Head Of Regional Operations Europe Bulk Solutions at SCHOTT PHARMA
